waterpoint_id,latitude,longitude,waterpoint_image,functional_status,downtime_duration,abandon_reason,has_current_issue,current_issue,water_available_today,continuous_30days,no_water_30days_reason,repair_duration_days,seasonal_unavailable,seasonal_period,flow_test_possible,fill_time_20l,latrine_within_100m,observed_issues,water_quality_issues,preventive_maintenance,maintenance_barrier,user_population,universal_access,households_no_access,access_barrier,max_roundtrip_minutes,max_distance_metres,has_service_provider,provider_type,has_tariff,tariff_frequency,tariff_amount_mwk,tariff_cost_basis,has_financial_records,has_positive_balance,savings_or_loans,record_balance_mwk,has_bank_account,bank_balance_mwk,committee_year_formed,committee_member_count,committee_women_count,treasurer_gender,months_unavailable
39317498,-15.2474249,34.8954908,https://api.mwater.co/v3/images/805aba53e83149d0ad2e2cb6252f3549,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,98.881,No,Other,NA,Yes,NA,150,0,NA,NA,30,700,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,6,Female,0
443880687,-16.5351617,34.98558,https://api.mwater.co/v3/images/7fc4f4082aea4650872231c50f6ca191,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,70.161,Yes,Damage or problem with pump,NA,No,Lack of technical expertise,350,0,NA,NA,45,800,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25386079,-15.0455578,34.9207671,https://api.mwater.co/v3/images/5f3dc1b3c4ad4e1a8b8cd6eb67903892,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"06, 07, 08, 09, 10, 11",Yes,65.671,No,"Water quality, Damage to civil works - platform, well head, riser etc",Bad smell,Yes,NA,232,0,NA,NA,40,653,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Could not determine,12000,Yes,12000,NA,NA,NA,NA,6
576594318,-15.0635182,34.8908931,https://api.mwater.co/v3/images/d77d0cb87b8744f1a49695a9a25e749f,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,"Parts are not available, System is not functional",25,No,NA,Yes,72.211,Yes,Other,NA,Yes,NA,500,0,NA,NA,120,2500,Yes,Community members,Yes,When required for repairs,300,Affordability,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,0
25188532,-15.0521707,34.9015859,https://api.mwater.co/v3/images/64f843fb782f4c74b7cb018496e0acba,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11, 09, 08",Yes,64.69,Yes,"Damage to civil works - platform, well head, riser etc, Leakage from pump/ pedestal",NA,Yes,NA,190,0,NA,NA,25,320,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,13500,No,NA,NA,NA,NA,NA,4
386103564,-15.0898067,34.89118669999999,https://api.mwater.co/v3/images/cddf132bafe74c3db947225cbe284433,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,76.094,Yes,No problems,NA,Yes,NA,310,0,NA,NA,60,450,Yes,Community members,Yes,When required for repairs,500,Affordability,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,0
572188560,-16.6345956,34.9170473,https://api.mwater.co/v3/images/5b3896ca65c347f9b888b76bf1bf75d1,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,36.65,No,No problems,NA,Yes,NA,350,0,NA,NA,15,300,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",500,"Maintenance costs, Operation costs",Yes,NA,NA,NA,No,NA,2022,10,5,Female,0
420748838,-16.5411867,34.9916417,https://api.mwater.co/v3/images/ad96ea18c0f943ac9dcef6da4e6b7b96,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,73.66,Yes,No problems,NA,No,"Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",350,0,NA,NA,45,850,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
39317474,-15.2528938,34.8920474,https://api.mwater.co/v3/images/9bb6f2edfb8c4f519c75ebf3ed746481,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,81.651,Yes,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Yes,NA,300,0,NA,NA,40,700,Yes,"Water Point Committee, Area or Water Mechanic",Yes,When required for repairs,200,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2020,10,6,Female,0
443880759,-16.5392685,34.9986782,https://api.mwater.co/v3/images/11b10a3016414713b8c1c4578c980088,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,70.691,Yes,No problems,NA,Yes,NA,500,1,50,System does not reach all community members,50,950,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
572188584,-16.6354806,34.91520739999999,https://api.mwater.co/v3/images/3c8abcbe5ffe4b6387435b75fd2e6bec,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,No problems,NA,Yes,NA,350,0,NA,NA,30,400,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",500,"Operation costs, Maintenance costs",Yes,NA,NA,NA,No,NA,2022,10,5,Female,0
575971673,-15.19501611,35.47896926,https://api.mwater.co/v3/images/8bf47a815073419ea0e1fd2f2a11bd2c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,85.891,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,375,0,NA,NA,30,500,Yes,Area or Water Mechanic,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
572188539,-16.6345764,34.9166089,https://api.mwater.co/v3/images/444663a66aff4136bab8fa9c115871a9,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,31.71,No,No problems,NA,Yes,NA,350,0,NA,NA,20,350,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",500,Maintenance costs,Yes,NA,NA,NA,No,NA,2022,10,5,Female,0
578356992,-15.0411154,34.9120984,https://api.mwater.co/v3/images/03a3afbf8043488aaf38894f23cc9ecc,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,55.26,Yes,No problems,NA,Yes,NA,358,0,NA,NA,52,500,Yes,Area or Water Mechanic,Yes,Per 2 months,500,Affordability,Yes,Yes,Yes,32500,No,NA,NA,NA,NA,NA,0
443880780,-16.5373997,35.00053779999999,https://api.mwater.co/v3/images/e1f7cc423a9241d29347e079075d1d38,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,63.97,Yes,No problems,NA,Yes,NA,350,0,NA,NA,45,850,Yes,Water Point Committee,Yes,Per month,200,"Operation costs, Maintenance costs",No,NA,NA,NA,No,NA,2020,10,7,Female,0
572188601,-16.63339,34.9170836,https://api.mwater.co/v3/images/2d47da67ce484807aa2b540c2e0b5b32,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,47.541,No,No problems,NA,Yes,NA,350,0,NA,NA,20,200,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",500,"Maintenance costs, Operation costs",Yes,NA,NA,NA,No,NA,2022,10,5,Female,0
33770011,-15.2591981,34.9052402,https://api.mwater.co/v3/images/777ea995afb74c529bcfb4c7af0f1077,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,78.261,Yes,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Yes,NA,100,0,NA,NA,30,400,Yes,Water Point Committee,Yes,When required for repairs,300,"Affordability, Maintenance costs",Yes,No,Yes,0,No,NA,2020,10,8,Female,0
355070431,-15.259635,34.8977098,https://api.mwater.co/v3/images/9fc693248d0f42e4bd84e1aed2526929,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,90.402,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,900,0,NA,NA,10,200,Yes,Institution,Yes,Per month,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,NA,NA,NA,NA,0
572188618,-16.6364092,34.9139879,https://api.mwater.co/v3/images/15317338c40b4f669f90380f5e7d4a09,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,54.33,No,No problems,NA,Yes,NA,350,0,NA,NA,15,400,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per month",500,Maintenance costs,Yes,NA,NA,NA,No,NA,2022,10,5,Female,0
419911852,-15.1745681,35.49085779999999,https://api.mwater.co/v3/images/adc677719a6647fda81c2a88ac86ce17,Functional,NA,NA,Yes,Low water flow - Low water pressure,Yes,Yes,NA,NA,Yes,"09, 10, 11",Yes,102.19,Yes,"No problems , Other",NA,Yes,NA,50,0,NA,NA,25,500,Yes,Area or Water Mechanic,Yes,When required for repairs,500,Affordability,No,NA,NA,NA,No,NA,NA,NA,NA,NA,3
419911917,-15.1752491,35.4953457,https://api.mwater.co/v3/images/00525e8cd51247a58f6e2ab36966ebd4,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,66.63,Yes,No problems,NA,Yes,NA,33,0,NA,NA,25,500,Yes,Area or Water Mechanic,Yes,When required for repairs,800,Affordability,Yes,Yes,No,7000,No,NA,NA,NA,NA,NA,0
576607098,-15.2562403,34.9110502,https://api.mwater.co/v3/images/20714b0dbc064b57bfd4f6f54f4e34cc,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,66.721,Yes,No problems,NA,Yes,NA,200,0,NA,NA,30,200,Yes,"Water Point Committee, Area or Water Mechanic",Yes,Per month,500,"Affordability, Maintenance costs",Yes,Yes,Yes,26000,No,NA,2023,10,7,Female,0
39317522,-15.2553349,34.905678,https://api.mwater.co/v3/images/5af199a7545f4e20b8527d570aaedc55,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,71.411,No,No problems,NA,Yes,NA,150,0,NA,NA,30,300,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2019,10,2,Female,0
419889533,-15.18673417,35.47279162,https://api.mwater.co/v3/images/45c847477df7493792d1d8bb4f792dbb,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,44.751,Yes,No problems,NA,No,Other,60,0,NA,NA,30,800,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,10,5,Female,0
33770097,-15.2674561,34.9063674,https://api.mwater.co/v3/images/3b8daff30aec4d8cb75871646ed04e7c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,71.25,No,"Other, Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,Yes,NA,275,0,NA,NA,30,900,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",Yes,Yes,Yes,0,No,NA,2022,10,5,Female,0
576601212,-15.2627882,34.9041807,https://api.mwater.co/v3/images/c81c85af36574e9a8f3de4f5285114db,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,97.651,No,No problems,NA,Yes,NA,25,0,NA,NA,6,10,Yes,Owner / Private household,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25199396,-15.062365,34.9111117,https://api.mwater.co/v3/images/69d5cfad3758491e86cee1c81f52e740,Not functional,1 - 2 years,NA,NA,NA,NA,NA,NA,NA,Yes,"09, 10, 08",NA,NA,Yes,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,No,Don't know,250,0,NA,NA,60,400,Yes,Community members,Yes,Per month,100,Affordability,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,3
33770310,-15.263541,34.8922573,https://api.mwater.co/v3/images/891cc2d442b5474198a8283b4c430f7f,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,75.34,No,"Damage to civil works - platform, well head, riser etc, Other",NA,Yes,NA,80,0,NA,NA,30,300,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2017,10,6,Female,0
33770293,-15.2587818,34.88878029999999,https://api.mwater.co/v3/images/ebbf5720f3774267a5d87f06b8dc0daa,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,77.771,No,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point, Other",NA,Yes,NA,300,0,NA,NA,45,400,Yes,Water Point Committee,Yes,Per month,350,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,6,Female,0
331978005,-15.0496332,34.9231028,https://api.mwater.co/v3/images/cd79056527e747519915f4df4aa9efa6,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"09, 10, 11",Yes,106.481,Yes,Other,NA,Yes,NA,55,0,NA,NA,12,159,Yes,"Area or Water Mechanic, Water Point Committee",Yes,Per month,200,Affordability,Yes,Yes,Yes,3500,No,NA,2020,10,6,Female,3
25197985,-15.0369068,34.92719739999999,https://api.mwater.co/v3/images/85124575ac904599800ca2182f103e30,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,65.571,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,275,0,NA,NA,38,420,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,32000,No,NA,NA,NA,NA,NA,0
25188226,-15.0463788,34.9266513,https://api.mwater.co/v3/images/98ede9d30e244065b52bd8584f48928e,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,59.471,Yes,Damage or problem with pump,NA,Yes,NA,179,0,NA,NA,34,348,Yes,"Area or Water Mechanic, Water Point Committee",Yes,"Per 2 months, Per month, Per quarter",200,Affordability,Yes,Yes,Yes,3500,No,NA,1996,10,6,Female,0
576594727,-15.08983,34.9238817,https://api.mwater.co/v3/images/93ee369a0f4e47f7b4a061593387a057,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,88.901,Yes,No problems,NA,Yes,NA,500,0,NA,NA,40,300,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,11,5,Female,0
25188192,-15.0434993,34.9311065,https://api.mwater.co/v3/images/da6b712de370441f817bb5dd7d5b5301,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,60.49,Yes,No problems,NA,Yes,NA,310,0,NA,NA,41,530,Yes,"Area or Water Mechanic, Water Point Committee",Yes,"Per quarter, When required for repairs",1000,Affordability,Yes,Yes,Yes,4500,No,NA,2015,10,5,Female,0
575971783,-15.17535459,35.47784098999999,https://api.mwater.co/v3/images/d631c055f1f44495a7a7328c08a9e0a0,Not functional,1 - 6 months,NA,NA,NA,NA,NA,NA,NA,Yes,"08, 09",NA,NA,Yes,Damage or problem with pump,NA,Yes,NA,250,0,NA,NA,10,100,Yes,Area or Water Mechanic,Yes,"Flat fee plus fee per unit, Per year",1000,Affordability,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,2
443880807,-16.5465968,35.0043968,https://api.mwater.co/v3/images/a7e33a33c716417d9498849809b1d0c1,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,81.25,Yes,No problems,NA,Yes,NA,415,1,40,System does not reach all community members,120,950,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7580730,-15.2583618,34.94482719999999,https://api.mwater.co/v3/images/3d87fcdbb3e84237bf2fc1213b96a73e,Not functional,1 - 6 months,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Other",NA,Yes,NA,100,0,NA,NA,20,200,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,7,Female,0
576633765,-15.0494471,34.9331212,https://api.mwater.co/v3/images/d428253a4eec40ba9095007e46d5b6f5,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,55.721,Yes,No problems,NA,Yes,NA,220,0,NA,NA,37,268,Yes,"Area or Water Mechanic, Water Point Committee",Yes,Per year,500,Affordability,Yes,Yes,Yes,3500,No,NA,2022,10,4,Female,0
7580754,-15.2561037,34.94486539999999,https://api.mwater.co/v3/images/9e36188756ff47338d462b75b5f5f083,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,70.64,Yes,"Damage to civil works - platform, well head, riser etc, Other",NA,Yes,NA,600,0,NA,NA,60,900,Yes,"Area or Water Mechanic, Water Point Committee",Yes,Per year,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,5,Female,0
443880821,-16.5664103,34.9748602,https://api.mwater.co/v3/images/b80a3f9622f345f58e9f9613afee3997,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,63.701,Yes,No problems,NA,Yes,NA,350,0,NA,NA,45,850,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
577020775,-15.2431035,34.8516873,https://api.mwater.co/v3/images/d475f35e0d4f4d7db90c6895760dcfb4,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11, 09",Yes,60.82,No,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Yes,NA,200,0,NA,NA,30,500,Yes,"Institution, Water Point Committee",Yes,Per month,500,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2018,10,7,Female,3
7537048,-15.2715421,34.9469112,https://api.mwater.co/v3/images/8412dd69edf74177baf565fe984962a9,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,79.131,Yes,"Damage to civil works - platform, well head, riser etc, Other",NA,Yes,NA,250,0,NA,NA,45,500,Yes,Water Point Committee,Yes,"Per month, Per year",1000,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2018,10,6,Female,0
443880845,-16.5687696,34.9743823,https://api.mwater.co/v3/images/7a31b5b0db8f4af08be51eba4afaa6b8,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,51.561,Yes,No problems,NA,Yes,NA,250,0,NA,NA,45,750,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,10,6,Female,0
33770279,-15.2635255,34.9547016,https://api.mwater.co/v3/images/9516f1bb65a84568a8a789292650f828,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,Yes,"09, 10, 11",Yes,58.851,Yes,No problems,NA,Yes,NA,1500,0,NA,NA,30,300,Yes,Water Point Committee,Yes,Per year,1000,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2023,10,4,Male,3
356172293,-15.1060958,34.9166032,https://api.mwater.co/v3/images/300d87d941c840469f5b8c05f76a90ce,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,64.397,Yes,"Soil erosion or collapse around the water point, Water quality",Salinity / saltiness,No,"Lack of technical expertise, Lack of money, Lack of understanding/commitment to Preventative Maintenance",400,0,NA,NA,60,450,Yes,Water Point Committee,Yes,When required for repairs,500,Affordability,Yes,NA,NA,NA,No,NA,1998,10,5,Female,0
36348521,-15.2415429,34.8467099,https://api.mwater.co/v3/images/fd3e953a85834648bb9eb363739c2b27,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 09, 11",Yes,62.011,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,150,0,NA,NA,30,200,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2008,10,6,Female,3
576601054,-15.1794256,34.88451229999999,https://api.mwater.co/v3/images/0bdd8115c5234ae89449f7ad5592b4bb,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,58.117,Yes,No problems,NA,Yes,NA,35,0,NA,NA,10,50,Yes,Water Point Committee,Yes,Per month,500,Maintenance costs,No,NA,NA,NA,No,NA,2023,10,10,Female,0
443880869,-16.591566,34.9734233,https://api.mwater.co/v3/images/9b584ae800a5457992f1feb4c91b53da,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,Yes,"01, 02, 03, 04, 05, 06, 07, 08",NA,NA,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Other",NA,No,Lack of understanding/commitment to Preventative Maintenance,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
36348600,-15.2500716,34.8393757,https://api.mwater.co/v3/images/01f8404cb9874f21bd6695816c1a6ddb,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,62.72,No,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,150,0,NA,NA,60,1000,Yes,Water Point Committee,Yes,Per month,508,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2015,10,6,Female,0
356172303,-15.1119547,34.9190954,https://api.mwater.co/v3/images/c5f9fd9690304907a49af4dced38f2ec,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,77.402,Yes,Soil erosion or collapse around the water point,NA,Yes,NA,300,0,NA,NA,90,950,Yes,"Community members, Water Point Committee",Yes,When required for repairs,500,Affordability,No,NA,NA,NA,Yes,NA,2000,10,8,Male,0
420749585,-16.5744732,34.941185,https://api.mwater.co/v3/images/020e2973b4db4b6ead50620e88804d38,Functional,NA,NA,Yes,"Poor water quality - Salty, bad taste or colour, other contamination, Theft / Vandalism",Yes,Yes,NA,NA,No,NA,Yes,74.05,Yes,"Damage or problem with pump, Water quality",Salinity / saltiness,No,"Lack of money, Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",1100,1,200,Other,120,1500,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
13939052,-15.247495,34.94335,https://api.mwater.co/v3/images/2c96eb4999ba4651a20092640e6a02fd,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,88.763,No,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point, Other",NA,Yes,NA,375,0,NA,NA,60,900,Yes,Water Point Committee,Yes,When required for repairs,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2002,10,7,Female,0
443880883,-16.5752046,34.94082269999999,https://api.mwater.co/v3/images/1ab13387d5f94fdb8da93f70af00176e,Functional,NA,NA,Yes,"Low water flow - Low water pressure, Structural problems - Civil works, apron, etc",Yes,Yes,NA,NA,No,NA,Yes,66.792,Yes,"Damage or problem with pump, Damage to civil works - platform, well head, riser etc",NA,Yes,NA,1100,1,200,System does not reach all community members,120,1500,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
443880900,-16.57486,34.93701829999999,https://api.mwater.co/v3/images/a09b9fd2ecb6433090e2075d9a03f087,Functional,NA,NA,Yes,"Poor water quality - Salty, bad taste or colour, other contamination",Yes,Yes,NA,NA,No,NA,Yes,61.83,Yes,Water quality,Salinity / saltiness,Yes,NA,350,1,70,Other,120,800,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
33462196,-15.2585303,34.9344875,https://api.mwater.co/v3/images/85b5e6a2c1624b5c8b80ad56fb774461,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,52.091,No,No problems,NA,Yes,NA,200,0,NA,NA,30,400,Yes,Water Point Committee,Yes,Per month,500,Maintenance costs,Yes,NA,NA,NA,No,NA,2020,10,6,Female,0
443880924,-16.5755705,34.9341624,https://api.mwater.co/v3/images/437d2fab4b5d48c0b3fbb291c77c0c45,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,74.802,Yes,No problems,NA,Yes,NA,350,1,70,Other,120,800,Yes,Water Point Committee,Yes,Per month,500,"Operation costs, Maintenance costs",No,NA,NA,NA,No,NA,2017,10,6,Male,0
39317467,-15.2519369,34.8898554,https://api.mwater.co/v3/images/b3e82d8cadcd4a1db733b97f6a3f24aa,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,162.731,Yes,Other,NA,Yes,NA,520,0,NA,NA,30,900,Yes,"Water Point Committee, Area or Water Mechanic",Yes,Per month,300,"Affordability, Maintenance costs",Yes,Yes,Yes,600,No,NA,2018,9,5,Female,0
576601092,-15.1591588,34.8759738,https://api.mwater.co/v3/images/60e212df0f2a4a07a37ef72964bf0352,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,81.001,Yes,"Damage to civil works - platform, well head, riser etc, Other",NA,Yes,NA,300,0,NA,NA,40,600,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2011,10,7,Female,0
386103519,-15.1014603,34.90444469999999,https://api.mwater.co/v3/images/02b34590b2794f629f8b6acf1ab9a008,Partially functional but in need of repair,NA,NA,NA,NA,No,Yes,NA,NA,Yes,"09, 10, 11, 12",NA,NA,Yes,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Yes,NA,100,0,NA,NA,20,250,Yes,Community members,Yes,Per month,2500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,NA,NA,NA,NA,4
572188890,-16.6691082,34.8786507,https://api.mwater.co/v3/images/f42eaee37ec9411aa196e07f400ba7d1,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,45.47,No,Leakage from pump/ pedestal,NA,Yes,NA,408,1,6,"Long distance, Long lines",15,350,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,5,5,Female,0
